2026-04-26T00:31:25.818138425Z [info] INFO:     100.64.0.11:19358 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T01:14:07.717897721Z [info] INFO:     100.64.0.30:33164 - "GET / HTTP/1.1" 200 OK
2026-04-26T01:36:38.377010694Z [info] INFO:     100.64.0.8:26826 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T02:40:41.673421906Z [info] INFO:     100.64.0.8:47112 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T03:47:35.182884224Z [info] INFO:     100.64.0.14:47194 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T04:02:06.094802028Z [info] INFO:     100.64.0.28:36306 - "GET / HTTP/1.1" 200 OK
2026-04-26T04:46:18.020723411Z [info] INFO:     100.64.0.20:40976 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T05:49:31.110294921Z [info] INFO:     100.64.0.34:50300 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-26T06:18:52.194809697Z [error] 2026-04-26 06:18:44,706 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-04-29T00:27:20.158326001Z [info] INFO:     100.64.0.3:22984 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T01:12:50.661658732Z [info] INFO:     100.64.0.56:46164 - "GET / HTTP/1.1" 200 OK
2026-04-29T01:30:08.972513616Z [info] INFO:     100.64.0.15:14316 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T01:46:16.419202586Z [info] INFO:     100.64.0.43:35294 - "GET / HTTP/1.1" 200 OK
2026-04-29T02:34:00.303961201Z [info] INFO:     100.64.0.4:52992 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T03:04:16.556316425Z [info] INFO:     100.64.0.35:34452 - "GET / HTTP/1.1" 200 OK
2026-04-29T03:34:40.672477961Z [info] INFO:     100.64.0.15:20664 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T03:46:06.288343696Z [info] INFO:     100.64.0.16:39634 - "GET / HTTP/1.1" 200 OK
2026-04-29T03:55:51.515176137Z [info] INFO:     100.64.0.37:29568 - "GET //media/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515178263Z [info] INFO:     100.64.0.29:41908 - "GET / HTTP/1.1" 200 OK
2026-04-29T03:55:51.515188406Z [info] INFO:     100.64.0.37:29568 - "GET //wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515193256Z [info] INFO:     100.64.0.16:42804 - "GET //xmlrpc.php?rsd HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515197855Z [info] INFO:     100.64.0.16:42804 - "GET / HTTP/1.1" 200 OK
2026-04-29T03:55:51.515202479Z [info] INFO:     100.64.0.37:29568 - "GET //blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515206668Z [info] INFO:     100.64.0.37:29568 - "GET //web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515211155Z [info] INFO:     100.64.0.16:42804 - "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515215221Z [info] INFO:     100.64.0.37:29568 - "GET //website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515220258Z [info] INFO:     100.64.0.29:41908 - "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515224507Z [info] INFO:     100.64.0.37:29568 - "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515234508Z [info] INFO:     100.64.0.37:29568 - "GET //2018/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515239275Z [info] INFO:     100.64.0.16:42804 - "GET //2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515242667Z [info] INFO:     100.64.0.37:29568 - "GET //shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515245996Z [info] INFO:     100.64.0.37:29568 - "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.515249170Z [info] INFO:     100.64.0.37:29568 - "GET //test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.516456659Z [info] INFO:     100.64.0.37:29568 - "GET //wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.516460042Z [info] INFO:     100.64.0.30:49482 - "GET //site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.516464414Z [info] INFO:     100.64.0.16:42804 - "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T03:55:51.516467150Z [info] INFO:     100.64.0.16:42804 - "GET //sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T04:09:18.482358681Z [info] INFO:     100.64.0.51:45186 - "GET / HTTP/1.1" 200 OK
2026-04-29T04:36:43.483213987Z [info] INFO:     100.64.0.36:46812 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T05:15:02.375524347Z [info] INFO:     100.64.0.9:14498 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-04-29T05:38:03.429539662Z [info] INFO:     100.64.0.8:16612 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T06:03:56.707820393Z [info] INFO:     100.64.0.52:31514 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-04-29T06:36:52.978590691Z [info] INFO:     100.64.0.18:56940 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T07:36:10.441525821Z [info] INFO:     100.64.0.44:24320 - "GET / HTTP/1.1" 200 OK
2026-04-29T07:37:10.123478390Z [info] INFO:     100.64.0.53:44694 - "GET /terms HTTP/1.1" 200 OK
2026-04-29T07:37:10.123489065Z [info] INFO:     100.64.0.44:29516 - "GET /lenses HTTP/1.1" 200 OK
2026-04-29T07:37:10.123517931Z [info] INFO:     100.64.0.47:10036 - "GET / HTTP/1.1" 200 OK
2026-04-29T07:37:10.123521059Z [info] INFO:     100.64.0.31:18968 - "GET /classify HTTP/1.1" 200 OK
2026-04-29T07:37:10.123524396Z [info] INFO:     100.64.0.46:19026 - "GET /monitor HTTP/1.1" 200 OK
2026-04-29T07:37:10.123527407Z [info] INFO:     100.64.0.43:32586 - "GET /portfolio HTTP/1.1" 200 OK
2026-04-29T07:41:11.179700279Z [info] INFO:     100.64.0.12:37800 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T08:24:36.607507541Z [info] INFO:     100.64.0.33:18162 - "GET /.git/config HTTP/1.1" 404 Not Found
2026-04-29T08:29:47.954373325Z [info] INFO:     100.64.0.23:10582 - "GET / HTTP/1.1" 200 OK
2026-04-29T08:42:10.865781935Z [info] INFO:     100.64.0.6:22290 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T09:47:36.988114648Z [info] INFO:     100.64.0.21:46890 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T09:47:56.688322067Z [info] INFO:     100.64.0.25:27958 - "GET / HTTP/1.1" 200 OK
2026-04-29T10:09:32.846215420Z [info] INFO:     100.64.0.37:15950 - "GET / HTTP/1.1" 200 OK
2026-04-29T10:09:32.846224209Z [info] INFO:     100.64.0.29:49768 - "GET //wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846229222Z [info] INFO:     100.64.0.30:17600 - "GET //xmlrpc.php?rsd HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846241010Z [info] INFO:     100.64.0.37:15950 - "GET / HTTP/1.1" 200 OK
2026-04-29T10:09:32.846245079Z [info] INFO:     100.64.0.29:49768 - "GET //blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846249197Z [info] INFO:     100.64.0.37:15950 - "GET //web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846252843Z [info] INFO:     100.64.0.37:15950 - "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846257461Z [info] INFO:     100.64.0.57:23242 - "GET //website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846261224Z [info] INFO:     100.64.0.57:23242 - "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846265084Z [info] INFO:     100.64.0.37:15950 - "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846269059Z [info] INFO:     100.64.0.37:15950 - "GET //2018/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846276791Z [info] INFO:     100.64.0.28:59276 - "GET //2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846280337Z [info] INFO:     100.64.0.28:59276 - "GET //shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846283434Z [info] INFO:     100.64.0.57:23242 - "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846286700Z [info] INFO:     100.64.0.29:49768 - "GET //test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.846290726Z [info] INFO:     100.64.0.28:59276 - "GET //media/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.847206734Z [info] INFO:     100.64.0.28:59276 - "GET //wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.847213360Z [info] INFO:     100.64.0.29:49768 - "GET //site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.847218743Z [info] INFO:     100.64.0.37:15950 - "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:09:32.847223436Z [info] INFO:     100.64.0.29:49768 - "GET //sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T10:48:45.437109577Z [info] INFO:     100.64.0.35:34674 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T11:01:21.199464897Z [info] INFO:     100.64.0.21:50092 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-04-29T11:07:01.068879832Z [info] INFO:     100.64.0.19:47110 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-04-29T11:54:39.279295011Z [info] INFO:     100.64.0.3:36576 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T12:58:22.938365969Z [info] INFO:     100.64.0.6:23826 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T13:12:27.581641921Z [info] INFO:     100.64.0.48:54232 - "GET / HTTP/1.1" 200 OK
2026-04-29T13:19:59.808268627Z [info] INFO:     100.64.0.23:43548 - "GET / HTTP/1.1" 200 OK
2026-04-29T13:35:24.280694656Z [info] INFO:     100.64.0.45:16462 - "GET / HTTP/1.1" 200 OK
2026-04-29T13:35:24.280699030Z [info] INFO:     100.64.0.32:52144 - "GET //wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:24.280702342Z [info] INFO:     100.64.0.32:52144 - "GET //xmlrpc.php?rsd HTTP/1.1" 404 Not Found
2026-04-29T13:35:24.280706253Z [info] INFO:     100.64.0.47:57606 - "GET / HTTP/1.1" 200 OK
2026-04-29T13:35:24.789530394Z [info] INFO:     100.64.0.45:16462 - "GET //blog/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:25.296233841Z [info] INFO:     100.64.0.47:57606 - "GET //web/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:25.296238240Z [info] INFO:     100.64.0.45:16462 - "GET //wordpress/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:25.303548130Z [info] INFO:     100.64.0.32:52144 - "GET //website/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:25.521900715Z [info] INFO:     100.64.0.39:12048 - "GET //wp/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:25.705254284Z [info] INFO:     100.64.0.46:10704 - "GET //news/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:25.881853356Z [info] INFO:     100.64.0.43:31206 - "GET //2020/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:26.261644853Z [info] INFO:     100.64.0.46:10704 - "GET //2019/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:26.261651760Z [info] INFO:     100.64.0.43:31206 - "GET //shop/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:26.261656787Z [info] INFO:     100.64.0.47:57606 - "GET //wp1/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:26.326018374Z [info] INFO:     100.64.0.43:31206 - "GET //test/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:26.469257283Z [info] INFO:     100.64.0.45:16462 - "GET //wp2/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:26.647854323Z [info] INFO:     100.64.0.47:57606 - "GET //site/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:26.797155275Z [info] INFO:     100.64.0.43:31206 - "GET //cms/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:35:27.293948168Z [info] INFO:     100.64.0.47:57606 - "GET //sito/wp-includes/wlwmanifest.xml HTTP/1.1" 404 Not Found
2026-04-29T13:59:26.840902697Z [info] INFO:     100.64.0.15:55834 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T14:59:19.682657388Z [info] INFO:     100.64.0.33:47948 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T15:22:47.275492014Z [info] INFO:     100.64.0.32:22096 - "GET / HTTP/1.1" 200 OK
2026-04-29T15:22:47.275496710Z [info] INFO:     100.64.0.45:29214 - "GET / HTTP/1.1" 200 OK
2026-04-29T16:00:57.958187411Z [info] INFO:     100.64.0.4:59190 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T17:01:36.178097872Z [info] INFO:     100.64.0.3:27608 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T17:29:13.473754196Z [info] INFO:     100.64.0.20:18866 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T18:32:48.979417376Z [info] INFO:     100.64.0.6:46632 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T18:41:21.596512240Z [info] INFO:     100.64.0.46:18014 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-29T18:41:21.596518591Z [info] INFO:     100.64.0.45:38664 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-29T19:13:56.105629715Z [info] INFO:     100.64.0.41:50718 - "GET / HTTP/1.1" 200 OK
2026-04-29T20:33:37.370294092Z [info] INFO:     100.64.0.21:43710 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T20:41:30.425232428Z [info] INFO:     100.64.0.35:27770 - "GET / HTTP/1.1" 200 OK
2026-04-29T20:41:30.425238896Z [info] INFO:     100.64.0.21:37072 - "GET /favicon.ico HTTP/1.1" 404 Not Found
2026-04-29T20:50:44.264528452Z [info] INFO:     100.64.0.35:46984 - "GET / HTTP/1.1" 200 OK
2026-04-29T20:50:44.264533521Z [info] INFO:     100.64.0.13:45254 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-29T20:50:44.264537311Z [info] INFO:     100.64.0.5:37880 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-29T20:50:44.264541737Z [info] INFO:     100.64.0.15:14180 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-29T21:31:43.146507113Z [info] INFO:     100.64.0.35:35538 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T21:47:09.746137091Z [info] INFO:     100.64.0.52:47484 - "GET / HTTP/1.1" 200 OK
2026-04-29T22:33:34.785407445Z [info] INFO:     100.64.0.14:26004 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-29T23:31:54.946205702Z [info] INFO:     100.64.0.48:30886 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T00:33:34.545837729Z [info] INFO:     100.64.0.21:37834 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T01:13:14.886693757Z [info] INFO:     100.64.0.56:22654 - "GET / HTTP/1.1" 200 OK
2026-04-30T01:35:11.423703492Z [info] INFO:     100.64.0.4:42628 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T01:56:03.960077820Z [info] INFO:     100.64.0.58:55540 - "GET / HTTP/1.1" 200 OK
2026-04-30T02:39:00.270743121Z [info] INFO:     100.64.0.10:33322 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T03:44:23.336609552Z [info] INFO:     100.64.0.2:41598 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T03:48:55.751449396Z [info] INFO:     100.64.0.20:59878 - "GET /.git/config HTTP/1.1" 404 Not Found
2026-04-30T04:18:43.923407191Z [info] INFO:     100.64.0.51:51250 - "GET / HTTP/1.1" 200 OK
2026-04-30T04:49:02.783780238Z [info] INFO:     100.64.0.36:13152 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T05:12:18.247365045Z [info] INFO:     100.64.0.36:17422 - "GET /wp-json/gravitysmtp/v1/tests/mock-data?page=gravitysmtp-settings HTTP/1.1" 404 Not Found
2026-04-30T05:12:18.247371232Z [info] INFO:     100.64.0.6:28308 - "GET / HTTP/1.1" 200 OK
2026-04-30T05:12:18.247374448Z [info] INFO:     100.64.0.35:44966 - "GET / HTTP/1.1" 200 OK
2026-04-30T05:57:19.663019169Z [info] INFO:     100.64.0.3:55768 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T06:01:21.663043201Z [info] INFO:     100.64.0.6:55736 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T07:03:19.223021966Z [info] INFO:     100.64.0.11:17194 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T07:53:52.748427905Z [info] INFO:     100.64.0.8:41686 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T08:00:58.417114287Z [info] INFO:     100.64.0.29:29390 - "GET / HTTP/1.1" 200 OK
2026-04-30T08:58:19.951402103Z [info] INFO:     100.64.0.20:16698 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T10:00:49.530531291Z [info] INFO:     100.64.0.9:55912 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T11:08:19.408254814Z [info] INFO:     100.64.0.8:12626 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T11:54:41.734754226Z [info] INFO:     100.64.0.24:53294 - "GET / HTTP/1.1" 200 OK
2026-04-30T12:12:52.332089269Z [info] INFO:     100.64.0.35:19804 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T12:51:02.889584324Z [info] INFO:     100.64.0.28:50062 - "GET / HTTP/1.1" 200 OK
2026-04-30T13:14:42.909897117Z [info] INFO:     100.64.0.14:35038 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T14:14:06.871659296Z [info] INFO:     100.64.0.33:18258 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T14:39:18.602050145Z [info] INFO:     100.64.0.32:28212 - "GET / HTTP/1.1" 200 OK
2026-04-30T14:39:18.602053808Z [info] INFO:     100.64.0.42:28378 - "GET / HTTP/1.1" 200 OK
2026-04-30T15:14:16.531445173Z [info] INFO:     100.64.0.4:40658 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T16:15:38.988806574Z [info] INFO:     100.64.0.8:58748 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T16:40:42.077319631Z [info] INFO:     100.64.0.42:55178 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-30T16:40:42.077323777Z [info] INFO:     100.64.0.40:29422 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-04-30T17:15:44.167125972Z [info] INFO:     100.64.0.35:20504 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T17:55:22.601169340Z [info] INFO:     100.64.0.27:44716 - "GET / HTTP/1.1" 200 OK
2026-04-30T18:16:16.201604559Z [info] INFO:     100.64.0.12:30898 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T19:21:24.599409277Z [info] INFO:     100.64.0.13:50546 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T20:20:27.089399632Z [info] INFO:     100.64.0.14:62976 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T21:10:32.137356502Z [info] INFO:     100.64.0.42:49602 - "GET / HTTP/1.1" 200 OK
2026-04-30T21:10:32.192013259Z [info] INFO:     100.64.0.39:10952 - "GET /classify HTTP/1.1" 200 OK
2026-04-30T21:10:33.346154906Z [error] 2026-04-30 21:10:33,340 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores "HTTP/1.1 200 "
2026-04-30T21:10:33.585370763Z [error] 2026-04-30 21:10:33,583 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/psi/scores "HTTP/1.1 200 "
2026-04-30T21:10:36.762329337Z [error] 2026-04-30 21:10:36,757 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC?format=json "HTTP/1.1 200 "
2026-04-30T21:10:40.264397979Z [error] 2026-04-30 21:10:39,845 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/stablecoin/USDC "HTTP/1.1 200 "
2026-04-30T21:10:41.275872125Z [error] 2026-04-30 21:10:40,894 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/wallets/0x464C71f6c2F760DdA6093dCB91C24c39e5d6e18c/profile?format=json "HTTP/1.1 200 "
2026-04-30T21:10:41.275878362Z [error] 2026-04-30 21:10:40,930 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/reports/abc123/verify "HTTP/1.1 400 "
2026-04-30T21:10:41.366230342Z [error] 2026-04-30 21:10:41,364 INFO [httpx] HTTP Request: GET https://basisprotocol.xyz/api/scores/USDC "HTTP/1.1 404 "
2026-04-30T21:10:41.367863466Z [info] INFO:     100.64.0.43:11350 - "GET /api/health HTTP/1.1" 200 OK
2026-04-30T21:10:42.277793045Z [info] INFO:     100.64.0.31:26326 - "GET /portfolio HTTP/1.1" 200 OK
2026-04-30T21:10:42.562441371Z [info] INFO:     100.64.0.54:46980 - "GET /terms HTTP/1.1" 200 OK
2026-04-30T21:10:43.320498186Z [info] INFO:     100.64.0.44:53840 - "GET /monitor HTTP/1.1" 200 OK
2026-04-30T21:10:43.767757375Z [info] INFO:     100.64.0.47:31128 - "GET /lenses HTTP/1.1" 200 OK
2026-04-30T21:22:44.445521112Z [info] INFO:     100.64.0.48:38626 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T22:23:26.589297908Z [info] INFO:     100.64.0.5:62056 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T23:25:32.217431947Z [info] INFO:     100.64.0.10:29234 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-04-30T23:29:45.011570914Z [info] INFO:     100.64.0.52:31976 - "GET / HTTP/1.1" 200 OK
2026-05-01T00:08:05.423992346Z [info] INFO:     100.64.0.13:52370 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T00:09:15.618768624Z [info] INFO:     100.64.0.7:50668 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T00:13:18.765037809Z [info] INFO:     100.64.0.10:50870 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-05-01T00:18:02.269747153Z [info] INFO:     100.64.0.24:60824 - "GET / HTTP/1.1" 200 OK
2026-05-01T00:19:42.771233615Z [info] INFO:     100.64.0.25:28524 - "GET / HTTP/1.1" 200 OK
2026-05-01T00:53:08.467003127Z [info] INFO:     100.64.0.50:57328 - "POST /xmlrpc.php HTTP/1.1" 404 Not Found
2026-05-01T01:11:34.199717356Z [info] INFO:     100.64.0.27:50030 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-05-01T01:11:43.961604077Z [info] INFO:     100.64.0.12:41858 - "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 Not Found
2026-05-01T01:12:34.300705184Z [info] INFO:     100.64.0.37:31788 - "GET / HTTP/1.1" 200 OK
2026-05-01T01:46:02.704175022Z [info] INFO:     100.64.0.26:38626 - "GET / HTTP/1.1" 200 OK
2026-05-01T02:07:49.109197437Z [info] INFO:     100.64.0.18:43200 - "GET /robots.txt HTTP/1.1" 404 Not Found
2026-05-01T02:07:49.109203082Z [info] INFO:     100.64.0.4:35550 - "GET / HTTP/1.1" 200 OK
